x,y,z
0.2385669,0.5121778,5.178226
0.2287166,0.5212683,5.167809
0.2233634,0.5305073,5.155533
0.2195361,0.5401066,5.141912
0.2123866,0.5541635,5.118979
0.2111678,0.5538096,5.118335
0.2059212,0.5587509,5.110503
0.1999567,0.563711,5.102583
0.1769404,0.5796891,5.077183
0.1554041,0.5898138,5.059009
0.1385605,0.6006261,5.03817
0.124649,0.6117752,5.01749
0.111762,0.6223593,4.997417
0.1004295,0.631795,4.978179
0.09380865,0.6403843,4.960091
0.08475757,0.6477608,4.943505
0.07134533,0.6541474,4.93066
0.05197597,0.6626927,4.916273
0.05178642,0.6680716,4.911524
0.05197859,0.6726976,4.905062
0.05178022,0.677696,4.898574
0.04940057,0.6816897,4.895977
0.04094744,0.6837425,4.895944
0.02916098,0.6819926,4.899229
0.02596331,0.681309,4.90168
0.03410101,0.6794785,4.907056
0.03908324,0.676852,4.913638
0.04687381,0.6724885,4.922169
0.0537672,0.6671292,4.931624
0.05811381,0.6617076,4.940546
0.05998397,0.650704,4.957822
0.05748749,0.6412471,4.972181
0.05706453,0.6324055,4.985719
0.06711078,0.6275482,4.996282
0.0803504,0.6226932,5.005275
0.0949347,0.6171921,5.013929
0.1115618,0.6098304,5.02671
0.1144769,0.6080177,5.02823
0.137219,0.592208,5.055434
0.1478114,0.5780256,5.079282
0.1497519,0.5620562,5.106029
0.1537476,0.54948,5.123727
0.1634617,0.544906,5.130951
0.1755781,0.5434045,5.130241
0.1863284,0.5395104,5.133735
0.1856246,0.5392342,5.133158
0.1890521,0.5354863,5.13712
0.1909838,0.5311796,5.141804
0.193953,0.5179113,5.156836
0.1892109,0.5080089,5.167419
0.1882889,0.5091103,5.16626
0.1871693,0.5087581,5.166757
0.1837592,0.5074877,5.170167
0.1799288,0.5077761,5.171499
0.1809323,0.5054954,5.175368
0.1848865,0.4988796,5.181715
0.1885109,0.4886716,5.190937
0.1903331,0.4807525,5.198667
0.1940999,0.4805923,5.199244
0.1951566,0.4852465,5.196733
0.1952689,0.4874673,5.197912
0.1954393,0.48425,5.202681
0.1939631,0.4764852,5.209822
0.1896851,0.4678536,5.218252
0.1885438,0.4649253,5.220733
0.1879859,0.4691177,5.220999
0.1901302,0.4752529,5.217312
0.1915436,0.4764555,5.217931
0.1933298,0.4723244,5.218953
0.189466,0.4663191,5.22394
0.1814384,0.4611104,5.227001
0.1757543,0.4615311,5.228712
0.176887,0.4653979,5.226933
0.1775193,0.468705,5.225361
0.1774938,0.4716237,5.225078
0.1814313,0.4755183,5.22287
0.1874804,0.4758123,5.22247
0.1882088,0.4739979,5.223221
0.1915903,0.4721721,5.222647
0.1941833,0.4704005,5.223144
0.2033706,0.46628,5.221675
0.2041023,0.4659612,5.221439
0.2077591,0.4645247,5.221034
0.2121775,0.4640326,5.220222
0.2333364,0.465141,5.213808
0.2574124,0.4690555,5.203792
0.2623677,0.469636,5.199267
0.275463,0.4699772,5.190635
0.2872839,0.4696577,5.182612
0.3196193,0.4630564,5.154059
0.334717,0.4554576,5.135382
0.3450863,0.4478665,5.11914
0.3498921,0.445442,5.108161
0.3523686,0.4456206,5.104645
0.3504357,0.4502302,5.105987
0.3467653,0.4561442,5.108183
0.3405795,0.4643534,5.106268
0.3317014,0.4740801,5.102139
0.3207515,0.4863639,5.095799
0.3047843,0.500779,5.089319
0.2869821,0.5144485,5.081796
0.266624,0.5293937,5.07018
0.2424624,0.544302,5.05255
0.2091646,0.565109,5.027271
0.2092133,0.5648766,5.026795
0.1979904,0.5720213,5.017849
0.164531,0.5911207,4.990528
0.1425803,0.6032663,4.972087
0.1215506,0.6139869,4.95428
0.1021626,0.6234977,4.935429
0.08584595,0.6311461,4.915853
0.0715754,0.6374124,4.896917
0.0605607,0.6404335,4.878203
0.04917121,0.6407118,4.861095
0.04310727,0.6402434,4.847274
0.04206944,0.6397855,4.837136
0.04289722,0.6395283,4.831616
0.04832768,0.6412641,4.829553
0.05711794,0.6445199,4.829785
0.06419754,0.6479688,4.828672
0.069309,0.6523111,4.822281
0.06925869,0.6567544,4.810304
0.0626471,0.6629085,4.790513
0.04409838,0.6707631,4.755083
0.03013325,0.6741393,4.734126
0.01736045,0.6754037,4.713013
0.006230354,0.6734381,4.695924
-0.003913879,0.670847,4.682106
-0.01222944,0.6666345,4.67222
-0.01937032,0.6604193,4.668596
-0.02221704,0.6536217,4.668746
-0.01997328,0.6525878,4.672954
-0.02013826,0.6492012,4.676102
-0.02086496,0.6458519,4.679665
-0.0177896,0.6364744,4.69817
-0.008389473,0.6336984,4.721372
0.004966497,0.6349377,4.746747
0.02156353,0.6377202,4.779225
0.04076743,0.6385036,4.812747
0.05970359,0.6352897,4.841927
0.07945538,0.6287149,4.865082
0.09503818,0.6206304,4.882815
0.1062171,0.6140236,4.900971
0.1141212,0.6071108,4.916698
0.1250589,0.6017311,4.939958
0.1371136,0.5932458,4.965594
0.1507013,0.5844328,4.981702
0.160768,0.5777794,4.985802
0.1626925,0.573319,4.975688
0.1601241,0.5675178,4.975292
0.1589029,0.5620996,4.982345
0.1600394,0.5550538,4.998219
0.1626675,0.5464755,5.015339
0.1664617,0.539653,5.02546
0.1694088,0.5380511,5.023787
0.1692264,0.5405769,5.019971
0.1714234,0.5406442,5.018411
0.1730077,0.5399383,5.017136
0.1757417,0.5389555,5.017179
0.1781485,0.5373423,5.018571
0.1807709,0.5351613,5.021903
0.1832175,0.5320161,5.026175
0.1842403,0.5281399,5.034854
0.1850874,0.5165284,5.06332
0.1835201,0.5157588,5.065206
0.1834621,0.5130864,5.071842
0.1836593,0.5115075,5.07621
0.1842585,0.5097602,5.07937
0.185488,0.5087094,5.079972
0.1873727,0.5078676,5.081953
0.1903038,0.5066486,5.083583
0.1950009,0.5041059,5.086205
0.199872,0.5009096,5.089832
0.2059684,0.4965869,5.095828
0.2245941,0.4780611,5.117386
0.2319257,0.4612387,5.137619
0.2344158,0.4524166,5.145144
0.229362,0.4521824,5.14814
0.2286911,0.4475783,5.151356
0.2321711,0.4406911,5.158989
0.2417843,0.4256802,5.167086
0.2488356,0.4045904,5.179111
0.2517751,0.3893457,5.183683
0.2513379,0.3960641,5.183489
0.2496865,0.409486,5.17866
0.2489433,0.4197964,5.179186
0.2550719,0.4266521,5.179439
0.2558239,0.4250751,5.180269
0.2593987,0.4251192,5.178954
0.2620604,0.4256957,5.179094
0.2723775,0.4309525,5.174523
0.2769514,0.434001,5.171598
0.2802715,0.4364067,5.169385
0.2821753,0.4388117,5.168445
0.2850783,0.4405687,5.167963
0.2796545,0.4377039,5.175616
0.2677174,0.4324998,5.186582
0.2510593,0.431178,5.195593
0.2447057,0.4343403,5.198133
0.2495192,0.4435403,5.194279
0.2538049,0.4515899,5.188727
0.2600586,0.4559746,5.182567
0.2563336,0.4533835,5.1837
0.2412932,0.448388,5.190774
0.2197874,0.4434312,5.19681
0.2007496,0.4440462,5.198017
0.2016833,0.4468306,5.196505
0.1962967,0.4502448,5.194794
0.19084,0.4544824,5.193129
0.1755462,0.4656346,5.186058
0.1691489,0.4758428,5.178208
0.1703207,0.4766467,5.176832
0.1697404,0.4810467,5.170966
0.1679831,0.4856077,5.166274
0.1658759,0.4973412,5.14932
0.166976,0.5024063,5.137986
0.173466,0.5020327,5.125508
0.1814923,0.4968562,5.113619
0.1825423,0.4941145,5.114738
0.1831441,0.4912507,5.110793
0.1780396,0.487177,5.099457
0.1692986,0.4969586,5.094669
0.1588502,0.517158,5.086571
0.1467435,0.5382221,5.078656
0.1378431,0.5544823,5.067749
0.132267,0.5655027,5.057086
0.1272264,0.5697265,5.049499
0.120971,0.5710517,5.042817
0.112885,0.5734575,5.035614
0.1102493,0.5809827,5.01879
0.1047082,0.5937744,4.999308
0.09609747,0.6087316,4.975959
0.0874474,0.6228849,4.953757
0.07995272,0.635774,4.930677
0.07266355,0.6470966,4.90774
0.06385899,0.6568304,4.883607
0.05354571,0.6665545,4.858417
0.04302049,0.6758111,4.833622
0.03069305,0.6838644,4.812051
0.01946115,0.6907801,4.792212
0.007628202,0.6962768,4.774645
-0.0025177,0.700094,4.757367
-0.002133608,0.6992875,4.758626
-0.007234573,0.7003468,4.749886
-0.01191044,0.7008979,4.741879
-0.02485514,0.7013294,4.718046
-0.03155351,0.6991234,4.705271
-0.03607583,0.6959909,4.698509
-0.03646135,0.6915072,4.695455
-0.03371429,0.6874128,4.694766
-0.02525997,0.6864551,4.701106
-0.01442194,0.6891969,4.716515
-0.00359869,0.6952439,4.737611
-0.0008649826,0.6995825,4.760804
-0.002677441,0.6999934,4.780122
-0.00785017,0.6957992,4.786766
-0.0148015,0.6890016,4.789015
-0.02022028,0.6820766,4.789358
-0.02445173,0.677661,4.794953
-0.02703619,0.6744283,4.806625
-0.03261971,0.6709868,4.823797
-0.03324223,0.6673587,4.835911
-0.02647161,0.6653195,4.84065
-0.01278257,0.6642504,4.841545
0.00388813,0.6656597,4.839649
0.0228796,0.665356,4.842893
0.03830767,0.6623417,4.852832
0.04029441,0.660661,4.871699
0.02733016,0.6561559,4.893764
0.01729345,0.6510893,4.909836
0.01610851,0.6473203,4.913853
0.02158403,0.6452046,4.91046
0.02718067,0.6427423,4.911137
0.03519917,0.6398205,4.915162
0.04440498,0.6354269,4.926526
0.04694653,0.6280524,4.945742
0.04242325,0.6189678,4.96664
0.03910708,0.6127331,4.97628
0.04273534,0.6140071,4.970763
0.04699516,0.6146886,4.964465
0.04817629,0.6159385,4.963725
0.05259204,0.6164085,4.964409
0.05675578,0.6156436,4.965236
0.07372022,0.6125961,4.976517
0.08596468,0.6055813,4.991918
0.08818007,0.5956026,5.013661
0.08393717,0.5865296,5.02896
0.08311701,0.585028,5.029816
0.08534908,0.5842631,5.026963
0.08956146,0.5830081,5.02721
0.09774423,0.5806978,5.034138
0.1053658,0.5753271,5.042034
0.1075408,0.5680953,5.052487
0.1014688,0.5586802,5.06509
0.09060955,0.5508297,5.071924
0.08855534,0.5489524,5.069475
0.09454203,0.5495644,5.06761
0.1097779,0.5500128,5.069816
0.1339955,0.5496314,5.077079
0.1591244,0.5430625,5.081073
0.166615,0.5318987,5.091575
0.1616988,0.5188246,5.106637
0.1476963,0.507219,5.118924
0.1305606,0.5043507,5.119291
0.1218524,0.502354,5.114211
0.1214461,0.5025474,5.111427
0.1305408,0.5038012,5.112439
0.1498022,0.5050371,5.114506
0.1710958,0.5005475,5.114899
0.1753557,0.4913862,5.124544
0.1670985,0.4812277,5.137249
0.147305,0.4728222,5.147871
0.1331947,0.4689217,5.151693
0.1276221,0.4705456,5.149345
0.1326151,0.47629,5.148617
0.1398392,0.4798045,5.148504
0.1669054,0.4862497,5.147608
0.1819243,0.4820935,5.150332
0.177814,0.4715932,5.163049
0.1636622,0.4589766,5.176032
0.1464922,0.4479359,5.185266
0.1426091,0.4429794,5.189417
0.1502652,0.4433376,5.191855
0.1661153,0.4457834,5.19297
0.1898992,0.4461206,5.192633
0.2095871,0.4432412,5.190593
0.2163949,0.4377413,5.188735
0.2022836,0.4386783,5.189898
0.1796191,0.4479523,5.188971
0.1533122,0.4564849,5.18251
0.1289301,0.465151,5.172526
0.1056564,0.4723061,5.159389
0.08793449,0.4796082,5.148702
0.08007407,0.4855714,5.138518
0.07742238,0.4898577,5.132117
0.07864928,0.4938367,5.129865
0.08081102,0.4997652,5.123789
0.08108282,0.5095537,5.111329
0.07785606,0.5200594,5.097086
0.07561851,0.5216563,5.094924
0.07216311,0.5267523,5.087904
0.06845927,0.5328158,5.079545
0.05595708,0.5517243,5.050467
0.04651546,0.5652531,5.028018
0.04507065,0.5660308,5.026273
0.03957033,0.5718916,5.014975
0.02383089,0.5889704,4.979355
0.0122292,0.5975882,4.952316
0.01172924,0.597289,4.95158
0.006112099,0.6008751,4.939423
0.0008397102,0.6045321,4.927294
-0.004517078,0.6076612,4.915678
-0.00999403,0.6099907,4.905343
-0.01459026,0.6120763,4.894746
-0.02936506,0.6149896,4.865527
-0.03748894,0.6146019,4.849868
-0.04357672,0.6130317,4.837715
-0.04473543,0.6137138,4.830076
-0.04243898,0.6171796,4.828369
-0.03762865,0.622295,4.83103
-0.03179741,0.6300736,4.840343
-0.02558708,0.6369827,4.853472
-0.01768732,0.641516,4.862273
-0.01034641,0.6441831,4.866902
-0.004163265,0.6448326,4.861804
0.001961231,0.6441583,4.851526
0.004233122,0.6436482,4.846758
0.00344944,0.6417876,4.844644
-0.005900383,0.6409829,4.848907
-0.01789236,0.639577,4.854527
-0.0332768,0.6358109,4.859208
-0.0423708,0.6300434,4.859756
-0.04156065,0.6261283,4.858842
-0.03090239,0.6255494,4.859631
-0.01804924,0.6265638,4.864008
0.001074076,0.6276374,4.871992
0.01141381,0.6264238,4.884695
0.01064706,0.6245106,4.901134
0.0001802444,0.6184922,4.916182
-0.01106071,0.6118503,4.921707
-0.01623487,0.603911,4.922325
-0.01559711,0.5994391,4.925413
-0.004541636,0.5987387,4.930135
0.01482511,0.6019145,4.938632
0.03637791,0.6025211,4.946792
0.05135083,0.5987428,4.954
0.0538497,0.5937303,4.96454
0.04069185,0.5862687,4.976736
0.02367687,0.5775691,4.986033
0.01332426,0.5696421,4.990425
0.01427245,0.5705085,4.988201
0.01359653,0.5679031,4.990253
0.01844311,0.5626817,4.996581
0.03510237,0.5640689,5.002813
0.05425739,0.5643595,5.007619
0.06658506,0.5604926,5.014875
0.06561375,0.5537081,5.026248
0.0588491,0.5520921,5.028562
0.05574179,0.5481721,5.033317
0.03928542,0.5342484,5.047914
0.03081036,0.5258225,5.051861
0.03147316,0.5208524,5.056802
0.04170036,0.520382,5.063123
0.06430697,0.5222099,5.069464
0.08429408,0.5225273,5.073464
0.100832,0.519513,5.075978
0.1058331,0.5130013,5.083781
0.1010566,0.5056124,5.094823
0.08353949,0.4963675,5.106795
0.06788921,0.4885412,5.111858
0.06009603,0.4820862,5.114971
0.06513524,0.4814821,5.118403
0.08118343,0.4828895,5.123577
0.1020584,0.4847348,5.12696
0.1245673,0.4847656,5.125194
0.1388626,0.4817539,5.124767
0.1366305,0.4767813,5.131741
0.1247587,0.4700881,5.143524
0.1097441,0.4650856,5.15045
0.0970459,0.4597436,5.155835
0.09333253,0.456896,5.158927
0.1025562,0.4565826,5.163073
0.1222775,0.4564882,5.166534
0.1443017,0.4555097,5.166553
0.1625595,0.450147,5.167661
0.1700118,0.4435115,5.174152
0.1700857,0.4345873,5.185782
0.1572514,0.4188719,5.204452
0.1496832,0.4084185,5.212089
0.1404047,0.4109147,5.210719
0.1420217,0.417152,5.205195
0.1419294,0.4209912,5.201812
0.1437249,0.4250273,5.199782
0.1525407,0.4314743,5.193956
0.1558559,0.4317483,5.190921
0.1490033,0.4318077,5.190316
0.1344728,0.4311581,5.191272
0.1120784,0.4264947,5.195432
0.09422851,0.4228075,5.196737
0.08803797,0.4246777,5.19556
0.09573007,0.4317015,5.192619
0.1114697,0.4375835,5.193011
0.1381392,0.4420338,5.187385
0.1608973,0.4432738,5.180105
0.170866,0.4406593,5.175055
0.1678753,0.4382029,5.176858
0.1514993,0.4333157,5.184301
0.1245785,0.4305016,5.18767
0.1023633,0.4247726,5.187484
0.08255363,0.4231063,5.183394
0.08338213,0.4250039,5.182392
0.07865953,0.4261189,5.179173
0.07714987,0.4284926,5.176642
0.07450962,0.4344233,5.168012
0.07897592,0.4452041,5.159747
0.08141232,0.4463249,5.15777
0.08300495,0.4532951,5.150595
0.08367777,0.4593039,5.142754
0.08401918,0.4781371,5.120125
0.08251619,0.4900478,5.102399
0.080935,0.5020145,5.083816
0.07762623,0.5132367,5.064871
0.07693839,0.5136452,5.064576
0.07525206,0.5190852,5.055265
0.07326579,0.5239683,5.046505
0.06776071,0.5385538,5.018766
0.06123638,0.5459092,5.0012
0.06077075,0.5453225,5.001356
0.05742598,0.5478945,4.993135
0.05425072,0.5508681,4.984359
0.04502439,0.5565755,4.959291
0.03919101,0.5542715,4.944172
0.03598928,0.549486,4.930171
0.03287196,0.5428413,4.920253
0.03397632,0.534278,4.913748
0.04319334,0.5277823,4.909626
0.05942249,0.5268438,4.906998
0.08130217,0.5311531,4.912601
0.1049755,0.5375753,4.921355
0.1314306,0.5428552,4.923949
0.1595321,0.5467942,4.923578
0.1886768,0.5481959,4.919756
0.2084835,0.5449474,4.914644
0.2116337,0.5407117,4.912885
0.196353,0.5394669,4.92129
0.1760964,0.5329476,4.927226
0.1476731,0.5208877,4.92747
0.1403413,0.5147021,4.925273
0.1418946,0.5124081,4.919772
0.1518772,0.5168921,4.916944
0.1659489,0.521514,4.91555
0.1885009,0.5269771,4.91443
0.197557,0.5278345,4.918831
0.1929746,0.5240603,4.925878
0.1774492,0.5169352,4.933468
0.1637816,0.5074264,4.939096
0.1561797,0.5014823,4.940596
0.1624184,0.5033022,4.941859
0.1767972,0.5087143,4.942724
0.2067466,0.5156083,4.944665
0.2245867,0.5164567,4.946468
0.239289,0.5141016,4.951894
0.2449603,0.5081062,4.966451
0.244251,0.498449,4.983283
0.242424,0.4859276,4.998524
0.2411871,0.4846526,4.999116
0.2435799,0.479626,5.004757
0.2477195,0.4754524,5.01057
0.2647498,0.4644573,5.02813
0.2898445,0.4630683,5.036402
0.2938819,0.4645906,5.03616
0.309159,0.4643051,5.038939
0.3234982,0.4636036,5.041687
0.3646123,0.4561151,5.051307
0.3639171,0.4563695,5.052119
0.3733853,0.4527252,5.057047
0.3792651,0.4483311,5.063767
0.3857992,0.4358298,5.086435
0.3739848,0.4263139,5.103165
0.3700151,0.4263336,5.102858
0.3655553,0.4227725,5.110854
0.3625543,0.4174855,5.117678
0.3641951,0.4050325,5.135077
0.3826607,0.4002479,5.145421
0.4106179,0.3959947,5.153365
0.439919,0.3876972,5.15745
0.4429097,0.3872396,5.157273
0.4711462,0.3706446,5.165608
0.4767945,0.3601852,5.174253
0.4679821,0.3552352,5.184316
0.4520814,0.3571079,5.190578
0.4453719,0.356633,5.19587
0.4465647,0.3589557,5.200274
0.4621804,0.3626631,5.199773
0.4801285,0.365208,5.193077
0.4973099,0.3604254,5.182287
0.4950931,0.3503684,5.192595
0.4748664,0.3351081,5.215828
0.4405043,0.3187295,5.235996
0.4162264,0.3073061,5.244676
0.4066072,0.3028167,5.249444
0.4207635,0.3074263,5.248595
0.441003,0.3066511,5.241607
0.456677,0.3060057,5.228379
0.4597476,0.300139,5.223548
0.442796,0.2874344,5.231048
0.4142964,0.2703391,5.240035
0.3838333,0.2553071,5.24554
0.350733,0.2395548,5.245468
0.3195899,0.226953,5.24123
0.2929653,0.2216397,5.23367
0.2730317,0.2227357,5.225971
0.2550575,0.2252446,5.217714
0.2376516,0.2372479,5.205171
0.2184029,0.2518917,5.188639
0.200913,0.2701231,5.168704
0.1890075,0.2823681,5.154062
0.1691391,0.3036444,5.126057
0.1499562,0.3209172,5.099978
0.1298203,0.3354791,5.074415
0.1085334,0.3477488,5.047351
0.08796191,0.3561967,5.022562
